"cyclone_id",cyclone_num,station_id,total_rain
"195208","5200","59117","15"
"195208","5200","59211","30"
"195208","5200","59265","42"
"195208","5200","59287","106"
"195208","5200","59293","14"
"195208","5200","59316","21"
"195208","5200","59431","20"
"195212","5200","57816","28"
"195212","5200","57866","33"
"195212","5200","57957","24"
"195212","5200","59211","29"
"195212","5200","59265","24"
"195212","5200","59287","16"
"195212","5200","59293","35"
"195212","5200","59431","20"
"195212","5200","59501","89"
"195213","5200","50953","43"
"195213","5200","54161","39"
"195213","5200","54342","11"
"195213","5200","54471","16"
"195213","5200","54497","52"
"195213","5200","54662","30"
"195213","5200","54753","11"
"195214","5200","57866","12"
"195214","5200","59117","11"
"195214","5200","59134","68"
"195214","5200","59265","169"
"195214","5200","59287","46"
"195214","5200","59293","10"
"195214","5200","59316","92"
"195214","5200","59501","121"
"195215","5200","57902","15"
"195215","5200","57957","23"
"195215","5200","59211","40"
"195215","5200","59265","16"
"195215","5200","59287","11"
"195215","5200","59316","18"
"195215","5200","59431","12"
"195215","5200","59501","58"
"195215","5200","59758","71"
"195216","5200","54497","15"
"195216","5200","58251","67"
"195216","5200","58457","85"
"195216","5200","58477","263"
"195216","5200","58847","17"
"195216","5200","59134","48"
"195217","5200","56651","29"
"195217","5200","56964","34"
"195217","5200","59134","21"
"195217","5200","59211","23"
"195217","5200","59287","47"
"195217","5200","59293","21"
"195217","5200","59316","28"
"195217","5200","59431","32"
"195217","5200","59501","108"
"195217","5200","59644","26"
"195217","5200","59663","82"
"195217","5200","59758","82"
"195218","5200","57799","121"
"195218","5200","57866","32"
"195218","5200","57972","20"
"195218","5200","57993","27"
"195218","5200","58606","31"
"195218","5200","58847","21"
"195218","5200","59082","27"
"195218","5200","59117","51"
"195218","5200","59134","45"
"195218","5200","59211","31"
"195218","5200","59265","14"
"195218","5200","59287","152"
"195218","5200","59293","97"
"195218","5200","59316","106"
"195218","5200","59431","25"
"195218","5200","59501","361"
"195218","5200","59644","24"
"195218","5200","59663","90"
"195218","5200","59758","35"
"195221","5200","59316","30"
"195221","5200","59501","16"
"195221","5200","59644","11"
"195221","5200","59663","52"
"195221","5200","59758","71"
"195224","5200","59758","20"
"195227","5200","59082","22"
"195227","5200","59293","20"
"195227","5200","59758","55"
"195227","5200","59838","40"
"195231","5200","58251","20"
"195231","5200","58457","25"
"195231","5200","58477","23"
"195303","5300","57902","12"
"195303","5300","59211","21"
"195303","5300","59287","13"
"195303","5300","59431","17"
"195303","5300","59644","30"
"195303","5300","59663","31"
"195303","5300","59758","23"
"195303","5300","59838","22"
"195305","5300","54292","14"
"195305","5300","54374","31"
"195305","5300","54471","11"
"195305","5300","54497","86"
"195305","5300","54618","15"
"195305","5300","54662","13"
"195305","5300","54753","13"
"195305","5300","57799","25"
"195305","5300","57972","20"
"195305","5300","57993","34"
"195305","5300","58027","10"
"195305","5300","58040","52"
"195305","5300","58221","10"
"195305","5300","58238","16"
"195305","5300","58606","71"
"195305","5300","58725","46"
"195305","5300","58847","52"
"195305","5300","59082","29"
"195305","5300","59117","54"
"195305","5300","59134","114"
"195305","5300","59265","19"
"195305","5300","59287","37"
"195305","5300","59293","155"
"195305","5300","59316","120"
"195305","5300","59501","17"
"195306","5300","56651","26"
"195306","5300","56739","13"
"195306","5300","56951","28"
"195306","5300","56964","132"
"195306","5300","57816","20"
"195306","5300","57866","29"
"195306","5300","57902","23"
"195306","5300","57972","17"
"195306","5300","57993","19"
"195306","5300","59082","70"
"195306","5300","59117","12"
"195306","5300","59134","29"
"195306","5300","59211","13"
"195306","5300","59265","28"
"195306","5300","59287","78"
"195306","5300","59293","58"
"195306","5300","59316","86"
"195306","5300","59431","31"
"195306","5300","59501","172"
"195306","5300","59644","95"
"195306","5300","59663","74"
"195306","5300","59758","259"
"195306","5300","59838","514"
"195307","5300","57866","12"
"195307","5300","57957","64"
"195307","5300","57972","18"
"195307","5300","59265","14"
"195307","5300","59287","20"
"195307","5300","59293","63"
"195307","5300","59316","35"
"195307","5300","59501","129"
"195307","5300","59644","21"
"195307","5300","59663","67"
"195307","5300","59758","37"
"195307","5300","59838","14"
"195310","5300","53798","79"
"195310","5300","54236","36"
"195310","5300","54342","57"
"195310","5300","54374","40"
"195310","5300","54423","25"
"195310","5300","54471","114"
"195310","5300","54497","165"
"195310","5300","54511","33"
"195310","5300","54539","139"
"195310","5300","54618","185"
"195310","5300","54662","104"
"195310","5300","54753","11"
"195310","5300","54823","95"
"195310","5300","54843","25"
"195310","5300","57083","17"
"195310","5300","57178","11"
"195310","5300","57297","85"
"195310","5300","57461","25"
"195310","5300","57494","96"
"195310","5300","57662","37"
"195310","5300","57745","79"
"195310","5300","57799","191"
"195310","5300","57866","38"
"195310","5300","57993","12"
"195310","5300","58027","19"
"195310","5300","58457","13"
"195310","5300","58477","31"
"195310","5300","58606","173"
"195310","5300","58725","106"
"195310","5300","58847","86"
"195310","5300","59134","16"
"195312","5300","59007","29"
"195312","5300","59211","10"
"195312","5300","59501","34"
"195312","5300","59644","27"
"195312","5300","59663","41"
"195312","5300","59758","39"
"195312","5300","59838","17"
"195313","5300","56691","10"
"195313","5300","56739","16"
"195313","5300","56951","11"
"195313","5300","57816","20"
"195313","5300","57902","21"
"195313","5300","59007","42"
"195313","5300","59082","12"
"195313","5300","59117","12"
"195313","5300","59134","29"
"195313","5300","59265","14"
"195313","5300","59287","42"
"195313","5300","59316","31"
"195313","5300","59431","20"
"195313","5300","59501","119"
"195313","5300","59644","87"
"195313","5300","59663","148"
"195313","5300","59758","82"
"195313","5300","59838","369"
"195314","5300","57265","16"
"195314","5300","57328","17"
"195314","5300","57461","16"
"195314","5300","57633","21"
"195314","5300","57745","31"
"195314","5300","57799","25"
"195314","5300","57866","32"
"195314","5300","57972","44"
"195314","5300","57993","91"
"195314","5300","59082","11"
"195314","5300","59117","15"
"195314","5300","59134","24"
"195314","5300","59287","12"
"195314","5300","59293","26"
"195314","5300","59316","52"
"195314","5300","59501","89"
"195314","5300","59644","43"
"195314","5300","59663","61"
"195315","5300","57633","11"
"195315","5300","57662","28"
"195315","5300","57745","18"
"195315","5300","57816","12"
"195315","5300","57866","24"
"195315","5300","57902","36"
"195315","5300","57957","17"
"195315","5300","57972","26"
"195315","5300","57993","11"
"195315","5300","58457","16"
"195315","5300","58477","26"
"195315","5300","58606","14"
"195315","5300","58847","12"
"195315","5300","59007","22"
"195315","5300","59082","28"
"195315","5300","59117","67"
"195315","5300","59134","43"
"195315","5300","59211","37"
"195315","5300","59265","47"
"195315","5300","59287","115"
"195315","5300","59293","43"
"195315","5300","59316","76"
"195315","5300","59431","32"
"195315","5300","59644","37"
"195315","5300","59663","47"
"195317","5300","57902","11"
"195317","5300","57993","16"
"195317","5300","58457","26"
"195317","5300","58477","24"
"195317","5300","58725","24"
"195317","5300","59007","21"
"195317","5300","59082","10"
"195317","5300","59117","17"
"195317","5300","59211","13"
"195317","5300","59265","38"
"195317","5300","59287","158"
"195317","5300","59293","36"
"195317","5300","59316","178"
"195317","5300","59431","35"
"195317","5300","59501","262"
"195317","5300","59644","122"
"195317","5300","59663","88"
"195317","5300","59758","40"
"195320","5300","59082","12"
"195320","5300","59117","10"
"195320","5300","59265","18"
"195320","5300","59287","62"
"195320","5300","59293","31"
"195320","5300","59316","11"
"195320","5300","59501","44"
"195320","5300","59644","31"
"195320","5300","59663","137"
"195320","5300","59758","117"
"195320","5300","59838","19"
"195322","5300","59501","17"
"195322","5300","59663","30"
"195322","5300","59758","138"
"195322","5300","59838","35"
"195323","5300","59501","25"
"195326","5300","57957","19"
"195326","5300","59082","12"
"195326","5300","59117","11"
"195326","5300","59265","13"
"195326","5300","59287","20"
"195326","5300","59293","36"
"195326","5300","59316","70"
"195326","5300","59501","19"
"195326","5300","59644","13"
"195326","5300","59663","55"
"195326","5300","59758","245"
"195326","5300","59838","19"
"195402","5400","57972","11"
"195402","5400","59082","15"
"195402","5400","59265","33"
"195402","5400","59287","50"
"195402","5400","59293","61"
"195402","5400","59501","27"
"195402","5400","59644","31"
"195402","5400","59663","47"
"195402","5400","59758","172"
"195407","5400","56492","16"
"195407","5400","56778","51"
"195407","5400","56951","27"
"195407","5400","56964","35"
"195407","5400","57447","28"
"195407","5400","57461","112"
"195407","5400","57633","67"
"195407","5400","57662","37"
"195407","5400","57745","40"
"195407","5400","57799","14"
"195407","5400","57816","57"
"195407","5400","57866","15"
"195407","5400","57902","44"
"195407","5400","57957","49"
"195407","5400","57993","28"
"195407","5400","59007","18"
"195407","5400","59082","49"
"195407","5400","59134","10"
"195407","5400","59211","56"
"195407","5400","59265","73"
"195407","5400","59287","99"
"195407","5400","59293","98"
"195407","5400","59316","114"
"195407","5400","59431","60"
"195407","5400","59501","257"
"195407","5400","59644","221"
"195407","5400","59663","140"
"195407","5400","59758","71"
"195410","5400","58477","42"
"195411","5400","50788","15"
"195411","5400","50953","26"
"195411","5400","50963","41"
"195411","5400","50978","105"
"195411","5400","54094","52"
"195411","5400","54161","33"
"195411","5400","54236","37"
"195411","5400","54292","31"
"195411","5400","54342","134"
"195411","5400","54374","23"
"195411","5400","54377","14"
"195411","5400","54471","159"
"195411","5400","54497","29"
"195411","5400","54618","10"
"195411","5400","54662","34"
"195411","5400","54753","15"
"195411","5400","54776","24"
"195411","5400","58040","18"
"195411","5400","58251","31"
"195411","5400","58457","13"
"195411","5400","58477","95"
"195413","5400","56951","21"
"195413","5400","56964","11"
"195413","5400","59007","88"
"195413","5400","59211","26"
"195413","5400","59265","23"
"195413","5400","59287","16"
"195413","5400","59431","28"
"195413","5400","59644","99"
"195413","5400","59663","143"
"195413","5400","59758","85"
"195413","5400","59838","305"
"195416","5400","56964","33"
"195416","5400","57816","38"
"195416","5400","57902","27"
"195416","5400","57957","36"
"195416","5400","59007","36"
"195416","5400","59082","45"
"195416","5400","59134","11"
"195416","5400","59211","18"
"195416","5400","59265","30"
"195416","5400","59287","62"
"195416","5400","59293","28"
"195416","5400","59316","30"
"195416","5400","59431","42"
"195416","5400","59501","56"
"195416","5400","59644","94"
"195416","5400","59663","110"
"195416","5400","59758","259"
"195416","5400","59838","277"
"195417","5400","50756","28"
"195417","5400","50788","68"
"195417","5400","50949","59"
"195417","5400","50953","61"
"195417","5400","50963","31"
"195417","5400","50978","109"
"195417","5400","54094","74"
"195417","5400","54135","39"
"195417","5400","54161","25"
"195417","5400","54236","48"
"195417","5400","54292","56"
"195417","5400","54342","59"
"195417","5400","54374","73"
"195417","5400","54377","81"
"195417","5400","54497","20"
"195418","5400","59082","10"
"195418","5400","59117","13"
"195418","5400","59287","65"
"195418","5400","59293","51"
"195418","5400","59316","40"
"195418","5400","59431","65"
"195418","5400","59501","91"
"195418","5400","59644","48"
"195418","5400","59663","19"
"195418","5400","59758","64"
"195418","5400","59838","81"
"195420","5400","59265","14"
"195420","5400","59287","49"
"195420","5400","59644","23"
"195420","5400","59663","16"
"195420","5400","59758","19"
"195420","5400","59838","23"
"195421","5400","58457","26"
"195421","5400","58477","23"
"195423","5400","59758","22"
"195424","5400","59211","51"
"195424","5400","59265","32"
"195424","5400","59287","36"
"195424","5400","59644","35"
"195424","5400","59663","25"
"195424","5400","59838","14"
"195427","5400","58457","15"
"195427","5400","58477","56"
"195427","5400","58847","13"
"195427","5400","59082","15"
"195427","5400","59287","61"
"195427","5400","59501","274"
"195427","5400","59663","33"
"195429","5400","57799","11"
"195429","5400","58457","17"
"195429","5400","58527","17"
"195429","5400","59134","23"
"195429","5400","59316","101"
"195429","5400","59501","211"
"195505","5500","57799","80"
"195505","5500","57866","11"
"195505","5500","57972","48"
"195505","5500","57993","48"
"195505","5500","58238","19"
"195505","5500","58457","35"
"195505","5500","58472","54"
"195505","5500","58477","32"
"195505","5500","58606","68"
"195505","5500","58725","34"
"195505","5500","58847","11"
"195505","5500","59082","120"
"195505","5500","59117","21"
"195505","5500","59134","28"
"195505","5500","59265","28"
"195505","5500","59287","291"
"195505","5500","59293","25"
"195505","5500","59501","42"
"195505","5500","59663","11"
"195506","5500","56964","33"
"195506","5500","57816","14"
"195506","5500","57902","17"
"195506","5500","57972","10"
"195506","5500","57993","10"
"195506","5500","59007","15"
"195506","5500","59211","19"
"195506","5500","59265","16"
"195506","5500","59287","18"
"195506","5500","59293","16"
"195506","5500","59316","11"
"195506","5500","59431","11"
"195506","5500","59501","89"
"195506","5500","59644","19"
"195506","5500","59663","141"
"195506","5500","59758","12"
"195506","5500","59838","90"
"195507","5500","50953","12"
"195507","5500","50963","50"
"195507","5500","54094","16"
"195507","5500","54161","50"
"195507","5500","54292","14"
"195507","5500","54342","97"
"195507","5500","54374","31"
"195507","5500","54377","42"
"195507","5500","54471","71"
"195507","5500","54497","64"
"195507","5500","54662","203"
"195507","5500","54753","128"
"195507","5500","54776","68"
"195507","5500","54843","19"
"195507","5500","58238","15"
"195507","5500","58472","55"
"195507","5500","58477","84"
"195508","5500","59082","28"
"195508","5500","59117","12"
"195508","5500","59134","14"
"195508","5500","59287","33"
"195508","5500","59293","27"
"195508","5500","59316","99"
"195508","5500","59501","165"
"195508","5500","59644","85"
"195508","5500","59663","304"
"195508","5500","59838","15"
"195518","5500","58457","31"
"195518","5500","58477","15"
"195518","5500","58606","19"
"195519","5500","57799","25"
"195519","5500","58606","15"
"195519","5500","58847","41"
"195519","5500","59082","29"
"195519","5500","59117","24"
"195519","5500","59134","11"
"195519","5500","59316","10"
"195521","5500","50978","22"
"195521","5500","54094","35"
"195521","5500","54292","10"
"195521","5500","58457","29"
"195521","5500","58477","11"
"195523","5500","58847","38"
"195523","5500","59501","12"
"195525","5500","57957","12"
"195525","5500","59117","19"
"195525","5500","59211","35"
"195525","5500","59265","31"
"195525","5500","59293","21"
"195525","5500","59431","37"
"195525","5500","59501","29"
"195525","5500","59644","49"
"195525","5500","59663","18"
"195525","5500","59758","35"
"195526","5500","57902","16"
"195526","5500","57957","12"
"195526","5500","59007","56"
"195526","5500","59211","120"
"195526","5500","59265","23"
"195526","5500","59287","22"
"195526","5500","59431","60"
"195526","5500","59501","38"
"195526","5500","59644","169"
"195526","5500","59663","170"
"195526","5500","59758","148"
"195526","5500","59838","153"
"195530","5500","59758","10"
"195530","5500","59838","10"
"195605","5600","56964","11"
"195605","5600","59007","14"
"195605","5600","59211","22"
"195605","5600","59293","10"
"195605","5600","59431","25"
"195605","5600","59501","23"
"195605","5600","59663","47"
"195605","5600","59758","10"
"195605","5600","59838","14"
"195607","5600","57993","23"
"195607","5600","59316","15"
"195607","5600","59501","19"
"195609","5600","56651","12"
"195609","5600","56691","12"
"195609","5600","56778","18"
"195609","5600","56951","12"
"195609","5600","56964","22"
"195609","5600","57902","12"
"195609","5600","59007","27"
"195609","5600","59316","12"
"195609","5600","59501","10"
"195609","5600","59644","32"
"195609","5600","59663","29"
"195609","5600","59758","35"
"195609","5600","59838","171"
"195611","5600","57265","21"
"195611","5600","57799","19"
"195611","5600","57866","23"
"195611","5600","57957","21"
"195611","5600","57972","32"
"195611","5600","58606","20"
"195611","5600","58725","31"
"195611","5600","58847","74"
"195611","5600","59117","37"
"195611","5600","59287","28"
"195611","5600","59293","45"
"195611","5600","59316","30"
"195611","5600","59501","19"
"195612","5600","53463","35"
"195612","5600","53564","26"
"195612","5600","53588","25"
"195612","5600","53614","25"
"195612","5600","53646","13"
"195612","5600","53723","42"
"195612","5600","53772","26"
"195612","5600","53798","192"
"195612","5600","54208","21"
"195612","5600","54236","14"
"195612","5600","54273","18"
"195612","5600","54342","32"
"195612","5600","54374","14"
"195612","5600","54377","31"
"195612","5600","54401","25"
"195612","5600","54423","87"
"195612","5600","54471","27"
"195612","5600","54497","37"
"195612","5600","54511","249"
"195612","5600","54539","73"
"195612","5600","54618","51"
"195612","5600","54662","38"
"195612","5600","54753","202"
"195612","5600","54776","12"
"195612","5600","54823","42"
"195612","5600","54843","38"
"195612","5600","56964","11"
"195612","5600","57083","191"
"195612","5600","57178","20"
"195612","5600","57245","10"
"195612","5600","57265","23"
"195612","5600","57297","119"
"195612","5600","57494","17"
"195612","5600","57816","29"
"195612","5600","57972","12"
"195612","5600","58027","67"
"195612","5600","58102","138"
"195612","5600","58141","62"
"195612","5600","58150","17"
"195612","5600","58203","114"
"195612","5600","58221","121"
"195612","5600","58238","67"
"195612","5600","58251","15"
"195612","5600","58457","129"
"195612","5600","58472","20"
"195612","5600","58477","187"
"195612","5600","58527","57"
"195612","5600","58725","26"
"195612","5600","58847","28"
"195612","5600","59023","13"
"195612","5600","59117","15"
"195612","5600","59134","67"
"195612","5600","59211","18"
"195615","5600","56739","17"
"195615","5600","59007","33"
"195615","5600","59023","25"
"195615","5600","59211","34"
"195615","5600","59287","75"
"195615","5600","59316","29"
"195615","5600","59431","74"
"195615","5600","59501","150"
"195615","5600","59644","122"
"195615","5600","59663","150"
"195615","5600","59758","71"
"195615","5600","59838","13"
"195617","5600","56964","10"
"195617","5600","57902","26"
"195617","5600","59007","23"
"195617","5600","59082","16"
"195617","5600","59287","16"
"195617","5600","59431","23"
"195617","5600","59501","13"
"195617","5600","59663","59"
"195617","5600","59758","68"
"195617","5600","59838","11"
"195618","5600","58477","57"
"195619","5600","56691","47"
"195619","5600","57816","28"
"195619","5600","57902","13"
"195619","5600","57957","21"
"195619","5600","59007","25"
"195619","5600","59023","32"
"195619","5600","59082","37"
"195619","5600","59211","43"
"195619","5600","59265","17"
"195619","5600","59287","19"
"195619","5600","59293","41"
"195619","5600","59431","74"
"195619","5600","59644","20"
"195619","5600","59663","70"
"195619","5600","59758","25"
"195619","5600","59838","231"
"195620","5600","56964","25"
"195620","5600","59838","37"
"195621","5600","59007","23"
"195621","5600","59023","30"
"195621","5600","59211","40"
"195621","5600","59265","15"
"195621","5600","59287","11"
"195621","5600","59644","10"
"195621","5600","59663","31"
"195621","5600","59758","24"
"195621","5600","59838","98"
"195622","5600","50774","32"
"195622","5600","50788","29"
"195622","5600","50963","38"
"195622","5600","50978","28"
"195622","5600","54094","38"
"195622","5600","54161","30"
"195622","5600","54273","41"
"195622","5600","54342","29"
"195622","5600","54374","78"
"195622","5600","54377","88"
"195622","5600","54471","31"
"195622","5600","54497","73"
"195622","5600","54662","62"
"195622","5600","54753","133"
"195622","5600","54776","74"
"195622","5600","54823","72"
"195622","5600","54843","159"
"195622","5600","58027","17"
"195622","5600","58102","28"
"195622","5600","58150","28"
"195622","5600","58203","64"
"195622","5600","58221","111"
"195622","5600","58238","14"
"195622","5600","58251","15"
"195622","5600","58457","59"
"195622","5600","58477","30"
"195622","5600","58527","22"
"195622","5600","58606","26"
"195622","5600","58725","157"
"195622","5600","58847","115"
"195622","5600","59134","46"
"195623","5600","50557","40"
"195623","5600","50745","19"
"195623","5600","50756","20"
"195623","5600","50774","43"
"195623","5600","50788","60"
"195623","5600","50963","14"
"195623","5600","54094","26"
"195623","5600","54292","35"
"195625","5600","59287","16"
"195625","5600","59663","17"
"195625","5600","59758","33"
"195625","5600","59838","16"
"195626","5600","58150","35"
"195626","5600","58238","81"
"195626","5600","58251","123"
"195626","5600","58457","120"
"195626","5600","58472","88"
"195626","5600","58477","110"
"195626","5600","58527","23"
"195626","5600","58606","45"
"195626","5600","58725","80"
"195626","5600","58847","135"
"195626","5600","59117","24"
"195626","5600","59316","12"
"195626","5600","59501","11"
"195627","5600","54753","16"
"195627","5600","57866","10"
"195627","5600","57972","22"
"195627","5600","58102","13"
"195627","5600","58238","72"
"195627","5600","58251","91"
"195627","5600","58457","72"
"195627","5600","58472","49"
"195627","5600","58477","32"
"195627","5600","58527","23"
"195627","5600","58606","10"
"195627","5600","58725","38"
"195627","5600","58847","64"
"195627","5600","59082","10"
"195627","5600","59134","11"
"195630","5600","59023","11"
"195630","5600","59117","12"
"195630","5600","59134","16"
"195630","5600","59293","16"
"195630","5600","59316","16"
"195630","5600","59663","19"
"195630","5600","59758","543"
"195630","5600","59838","67"
"195631","5600","58847","28"
"195631","5600","59117","10"
"195631","5600","59134","13"
"195631","5600","59316","26"
"195631","5600","59501","18"
"195705","5700","58251","16"
"195705","5700","58457","56"
"195705","5700","58472","52"
"195705","5700","58477","64"
"195705","5700","59117","12"
"195707","5700","56739","21"
"195707","5700","56951","14"
"195707","5700","56964","17"
"195707","5700","56969","35"
"195707","5700","57902","11"
"195707","5700","57993","20"
"195707","5700","59007","20"
"195707","5700","59023","29"
"195707","5700","59082","33"
"195707","5700","59117","23"
"195707","5700","59134","13"
"195707","5700","59211","21"
"195707","5700","59287","61"
"195707","5700","59293","73"
"195707","5700","59316","81"
"195707","5700","59431","24"
"195707","5700","59501","89"
"195707","5700","59644","23"
"195707","5700","59663","95"
"195707","5700","59758","20"
"195707","5700","59838","41"
"195708","5700","56739","11"
"195708","5700","57957","26"
"195708","5700","57993","10"
"195708","5700","59007","46"
"195708","5700","59023","20"
"195708","5700","59265","56"
"195708","5700","59287","112"
"195708","5700","59293","109"
"195708","5700","59501","118"
"195708","5700","59663","97"
"195708","5700","59758","25"
"195710","5700","50788","77"
"195710","5700","50963","25"
"195710","5700","50978","147"
"195710","5700","54094","168"
